	5QBDM2ESPNATXXX0494	5QBDM2ESPPOOBXX0490	BR5r-M2-ESP-POO-B-XX-1621	BR5rM2ESPNATXXX1625	MvvQ-M2-ESP-POO-A-XX-1616	MvvQM2ESPNATXXX1620	TZEpM2ESPNATXXX0504	TZEpM2ESPPOOAXX0500
Staphylococcus.pseudintermedius	0	0	289	0	0	0	0	0
Staphylococcus.hominis	0	0	264	0	0	0	0	0
Staphylococcus.simulans	0	0	182	0	0	0	0	0
Staphylococcus.lugdunensis	0	0	187	0	0	0	0	0
Staphylococcus.pettenkoferi	0	0	159	0	0	0	0	0
Staphylococcus.capitis	0	0	262	0	0	0	0	0
Staphylococcus.saprophyticus	0	0	184	0	0	0	0	0
Staphylococcus.lutrae	0	0	161	0	0	0	0	0
Staphylococcus.nepalensis	0	0	146	0	0	0	0	0
Staphylococcus.felis	0	0	152	0	0	0	0	0
Staphylococcus.pasteuri	0	0	210	0	0	0	0	0
Staphylococcus.edaphicus	0	0	133	0	0	0	0	0
Staphylococcus.agnetis	0	0	140	0	0	0	0	0
Macrococcus.canis	0	0	360	0	0	0	0	0
Macrococcus.brunensis	0	0	216	0	0	0	0	0
Macrococcus.armenti	0	0	289	0	0	0	0	0
Mammaliicoccus.vitulinus	0	0	226	0	0	0	0	0
Mammaliicoccus.lentus	0	0	222	0	0	0	0	0
Jeotgalicoccus.saudimassiliensis	0	0	250	0	0	0	0	0
Jeotgalicoccus.sp..WY2	0	0	157	0	0	0	0	0
Abyssicoccus.albus	0	0	144	0	0	0	0	0
Exiguobacterium.sp..N4.1P	0	0	457	204	297	0	0	0
Exiguobacterium.sp..Helios	0	0	387	179	224	0	0	0
Exiguobacterium.sp..AT1b	0	0	361	0	0	0	0	0
Exiguobacterium.sp..PFWT01	0	0	317	0	0	0	0	0
Exiguobacterium.sp..MH3	0	0	254	0	0	0	0	0
Exiguobacterium.sibiricum	0	0	381	0	177	0	0	0
Listeria.weihenstephanensis	0	0	260	0	0	0	0	0
Listeria.ivanovii	0	0	5149	0	0	0	0	0
Listeria.grayi	0	0	208	0	0	0	0	0
Listeria.seeligeri	0	0	219	0	0	0	0	0
Listeria.innocua	0	0	279	0	0	0	0	0
Listeria.sp..PSOL.1	0	0	167	0	0	0	0	0
Listeria.welshimeri	0	0	186	0	0	0	0	0
Brochothrix.thermosphacta	0	0	235	0	0	0	0	0
Limosilactobacillus.reuteri	0	0	439	0	0	0	0	0
Limosilactobacillus.panis	0	0	235	0	0	0	0	0
Lactobacillus.panisapium	0	0	126	0	0	0	0	0
Lactobacillus.amylovorus	0	0	326	0	0	0	0	0
Levilactobacillus.suantsaii	0	0	399	143	170	0	0	0
Levilactobacillus.koreensis	0	0	247	0	0	0	0	0
Lacticaseibacillus.casei	0	0	500	0	242	0	0	0
Lacticaseibacillus.paracasei	0	0	831	0	452	0	0	0
Lacticaseibacillus.manihotivorans	0	0	273	0	0	0	0	0
Lacticaseibacillus.zeae	0	0	191	0	0	0	0	0
Lacticaseibacillus.chiayiensis	0	0	155	0	0	0	0	0
Lactiplantibacillus.plantarum	0	0	1073	220	294	0	0	0
Lactiplantibacillus.paraplantarum	0	0	154	0	0	0	0	0
Weissella.cibaria	0	0	255	0	0	0	0	0
Weissella.confusa	0	0	246	0	0	0	0	0
Ligilactobacillus.ruminis	0	0	230	0	0	0	0	0
Ligilactobacillus.salivarius	0	0	307	0	0	0	0	0
Ligilactobacillus.agilis	0	0	173	0	0	0	0	0
Lentilactobacillus.buchneri	0	0	213	0	0	0	0	0
Lentilactobacillus.hilgardii	0	0	145	0	0	0	0	0
Pediococcus.acidilactici	0	0	214	0	0	0	0	0
Loigolactobacillus.coryniformis	0	0	308	0	0	0	0	0
Loigolactobacillus.bifermentans	0	0	129	0	0	0	0	0
Oenococcus.kitaharae	0	0	183	0	0	0	0	0
Secundilactobacillus.paracollinoides	0	0	325	0	159	0	0	0
Furfurilactobacillus.rossiae	0	0	184	0	0	0	0	0
Streptococcus.oralis	0	0	960	0	658	0	0	0
Streptococcus.mitis	0	0	721	0	0	0	0	0
Streptococcus.equi	0	0	181	0	0	0	0	0
Streptococcus.gordonii	0	0	258	0	0	0	0	0
Streptococcus.pneumoniae	0	0	594	0	0	0	0	0
Streptococcus.cristatus	0	0	357	0	0	0	0	0
Streptococcus.pyogenes	0	0	563	0	0	0	0	0
Streptococcus.salivarius	0	0	391	0	0	0	0	0
Streptococcus.thermophilus	0	0	1359	0	0	0	0	0
Lactococcus.lactis	0	0	438	0	0	0	0	0
Lactococcus.cremoris	0	0	283	0	0	0	0	0
Lactococcus.raffinolactis	0	0	174	0	0	0	0	0
Lactococcus.garvieae	0	0	417	0	0	0	0	0
Enterococcus.avium	0	0	397	0	346	0	0	0
Enterococcus.raffinosus	0	0	280	0	0	0	0	0
Enterococcus.faecium	0	0	2169	0	0	0	0	0
Enterococcus.gilvus	0	0	242	0	0	0	0	0
Enterococcus.mundtii	0	0	249	0	0	0	0	0
Enterococcus.durans	0	0	233	0	0	0	0	0
Enterococcus.cecorum	0	0	197	0	0	0	0	0
Enterococcus.wangshanyuanii	0	0	114	0	0	0	0	0
Vagococcus.lutrae	0	0	340	0	0	0	0	0
Vagococcus.fluvialis	0	0	228	0	0	0	0	0
Tetragenococcus.halophilus	0	0	226	0	0	0	0	0
Carnobacterium.divergens	0	0	163	0	0	0	0	0
Carnobacterium.maltaromaticum	0	0	156	0	0	0	0	0
Jeotgalibaca.dankookensis	0	0	218	0	0	0	0	0
Dolosigranulum.pigrum	0	0	232	0	0	0	0	0
Aerococcus.sanguinicola	0	0	352	0	0	0	0	0
Aerococcus.urinae	0	0	258	0	0	0	0	0
Abiotrophia.defectiva	0	0	150	0	0	0	0	0
Ruminococcus.albus	0	0	218	0	121	0	0	0
Ruminococcus.bovis	0	0	126	0	0	0	0	0
Ruminococcus.bicirculans	0	0	127	0	0	0	0	0
Caproicibacterium.lactatifermentans	0	0	343	143	202	0	0	0
Acetivibrio.thermocellus	0	0	242	0	133	0	0	0
Acetivibrio.clariflavus	0	0	234	0	0	0	0	0
Acetivibrio.saccincola	0	0	177	0	0	0	0	0
Ruminiclostridium.cellulolyticum	0	0	139	0	0	0	0	0
Ruminiclostridium.herbifermentans	0	0	139	0	0	0	0	0
Pseudoclostridium.thermosuccinogenes	0	0	260	0	148	0	0	0
Thermoclostridium.stercorarium	0	0	254	0	0	0	0	0
Monoglobus.pectinilyticus	0	0	165	0	0	0	0	0
Mageeibacillus.indolicus	0	0	247	0	0	0	0	0
Aminipila.butyrica	0	0	223	0	0	0	0	0
Aminipila.luticellarii	0	0	194	0	0	0	0	0
Aminipila.terrae	0	0	186	0	0	0	0	0
Lachnoclostridium.sp..YL32	0	0	456	0	0	0	0	0
Lachnoclostridium.phytofermentans	0	0	115	0	0	0	0	0
Blautia.pseudococcoides	0	0	298	0	169	0	0	0
Blautia.liquoris	0	0	172	0	0	0	0	0
Blautia.obeum	0	0	248	0	0	0	0	0
Blautia.argi	0	0	204	0	0	0	0	0
Lachnospiraceae.bacterium.NSJ.4	0	0	255	0	0	0	0	0
Enterocloster.clostridioformis	0	0	372	0	0	0	0	0
Roseburia.intestinalis	0	0	328	0	0	0	0	0
Anaerocolumna.cellulosilytica	0	0	439	0	0	0	0	0
Anaerocolumna.chitinilytica	0	0	176	0	105	0	0	0
Anaerocolumna.sedimenticola	0	0	150	0	0	0	0	0
Coprococcus.comes	0	0	487	0	350	0	0	0
Coprococcus.catus	0	0	250	0	0	0	0	0
Coprococcus.sp..ART55.1	0	0	200	0	0	0	0	0
Anaerostipes.rhamnosivorans	0	0	327	0	0	0	0	0
Anaerostipes.caccae	0	0	292	0	162	0	0	145
Anaerostipes.hadrus	0	0	184	0	0	0	0	0
Lacrimispora.sphenoides	0	0	316	0	213	146	0	131
Lacrimispora.saccharolytica	0	0	321	0	227	137	0	130
Butyrivibrio.fibrisolvens	0	0	270	0	0	0	0	0
X.Ruminococcus..gnavus	0	0	346	0	0	0	0	0
X.Ruminococcus..torques	0	0	171	0	0	0	0	0
Sellimonas.intestinalis	0	0	359	0	0	0	0	0
Anaerotignum.propionicum	0	0	257	0	0	0	0	0
Novisyntrophococcus.fermenticellae	0	0	244	0	0	0	0	0
Anaerobutyricum.hallii	0	0	236	0	0	0	0	0
Dorea.longicatena	0	0	235	0	0	0	0	0
Faecalicatena.sp..Marseille.Q4148	0	0	140	0	0	0	0	0
Pseudobutyrivibrio.xylanivorans	0	0	105	0	0	0	0	0
Clostridium.sp...deep.sea.	0	0	193	0	0	0	0	0
Clostridium.sp..BNL1100	0	0	141	0	0	0	0	0
Clostridium.sp..MD294	0	0	132	0	0	0	0	0
Clostridium.baratii	0	0	271	0	132	0	0	0
Clostridium.estertheticum	0	0	186	0	0	0	0	0
Clostridium.argentinense	0	0	180	0	0	0	0	0
Clostridium.formicaceticum	0	0	177	0	0	0	0	0
Clostridium.thermarum	0	0	223	0	154	0	0	0
Clostridium.tetani	0	0	186	0	0	0	0	149
Clostridium.kluyveri	0	0	159	0	0	0	0	0
Clostridium.aceticum	0	0	153	0	0	0	0	0
Clostridium.intestinale	0	0	154	0	0	0	0	0
Clostridium.manihotivorum	0	0	151	0	0	0	0	0
Clostridium.cellulovorans	0	0	148	0	0	0	0	0
Clostridium.tyrobutyricum	0	0	135	0	0	0	0	0
Clostridium.acetobutylicum	0	0	123	0	0	0	0	0
Clostridium.cadaveris	0	0	141	0	0	0	0	0
Clostridium.gasigenes	0	0	131	0	0	0	0	0
Clostridium.sporogenes	0	0	706	0	0	0	0	0
Clostridium.saccharobutylicum	0	0	116	0	0	0	0	0
Alkaliphilus.sp..B6464	0	0	160	0	0	0	0	0
Alkaliphilus.metalliredigens	0	0	141	0	0	0	0	0
Alkaliphilus.oremlandii	0	0	123	0	0	0	0	0
Crassaminicella.profunda	0	0	151	0	0	0	0	0
Crassaminicella.thermophila	0	0	132	0	0	0	0	0
Paraclostridium.bifermentans	0	0	195	0	0	0	0	0
Caloramator.sp..E03	0	0	158	0	0	0	0	0
Desulforamulus.reducens	0	0	233	0	126	0	0	0
Dehalobacterium.formicoaceticum	0	0	289	0	145	0	0	0
Eubacterium.sp..c.25	0	0	234	0	0	0	0	0
Eubacterium.sp..MSJ.33	0	0	169	0	0	0	0	0
Eubacterium.callanderi	0	0	507	200	248	0	0	0
Eubacterium.maltosivorans	0	0	641	0	0	0	0	0
Acetobacterium.wieringae	0	0	466	0	218	0	0	0
Acetobacterium.woodii	0	0	200	0	0	0	0	0
Desulfitobacterium.dehalogenans	0	0	307	0	122	0	0	0
Desulfitobacterium.dichloroeliminans	0	0	345	0	0	0	0	0
Desulfitobacterium.metallireducens	0	0	216	0	0	0	0	0
Desulfosporosinus.orientis	0	0	362	0	164	0	0	0
Desulfosporosinus.acidiphilus	0	0	279	0	0	0	0	0
Desulfosporosinus.meridiei	0	0	207	0	0	0	0	0
Dehalobacter.restrictus	0	0	379	0	0	0	0	0
Syntrophobotulus.glycolicus	0	0	380	149	171	115	0	0
Heliorestis.convoluta	0	0	255	0	130	0	0	0
Clostridioides.difficile	0	0	3596	0	4579	0	0	0
Peptoclostridium.acidaminophilum	0	0	327	136	158	0	0	0
Terrisporobacter.sp..MCA3	0	0	171	0	0	0	0	0
Paeniclostridium.sordellii	0	0	179	0	0	0	0	0
Candidatus.Contubernalis.alkalaceticum	0	0	263	0	114	0	0	0
Syntrophomonas.wolfei	0	0	266	0	131	0	0	0
Vallitalea.pronyensis	0	0	161	0	0	0	0	0
Vallitalea.guaymasensis	0	0	126	0	0	0	0	0
Petrocella.atlantisensis	0	0	146	0	0	0	0	0
Thermincola.potens	0	0	401	106	194	0	0	125
Caloranaerobacter.azorensis	0	0	177	0	0	0	0	0
Alkalicella.caledoniensis	0	0	149	0	0	0	0	0
Thermoanaerobacter.kivui	0	0	192	0	0	0	0	0
Thermoanaerobacter.mathranii	0	0	372	0	0	0	0	0
Caldanaerobacter.subterraneus	0	0	345	0	0	0	0	0
Thermoanaerobacterium.thermosaccharolyticum	0	0	403	0	0	0	0	0
Halanaerobium.hydrogeniformans	0	0	167	0	0	0	0	0
Halanaerobium.praevalens	0	0	145	0	0	0	0	0
Halothermothrix.orenii	0	0	229	0	0	0	0	151
Anoxybacter.fermentans	0	0	404	0	192	0	0	0
Halobacteroides.halobius	0	0	192	0	0	0	0	0
Acetohalobium.arabaticum	0	0	143	0	0	0	0	0
Tepidanaerobacter.acetatoxydans	0	0	157	0	0	0	0	0
Natranaerofaba.carboxydovora	0	0	203	0	120	0	0	0
Natranaerobius.thermophilus	0	0	133	0	0	0	0	0
Megamonas.funiformis	0	0	277	0	0	0	0	0
Pectinatus.frisingensis	0	0	137	0	0	0	0	0
Pelosinus.fermentans	0	0	273	0	154	0	0	0
Pelosinus.sp..UFO1	0	0	245	0	0	0	0	0
Veillonella.parvula	0	0	279	0	0	0	0	0
Veillonella.rodentium	0	0	144	0	0	0	0	0
Acidaminococcus.intestini	0	0	380	147	189	0	0	131
Phascolarctobacterium.sp..Marseille.Q4147	0	0	290	0	0	0	0	0
Phascolarctobacterium.succinatutens	0	0	456	0	0	0	0	0
Allobaculum.mucolyticum	0	0	358	119	130	0	0	0
Intestinibaculum.porci	0	0	171	0	0	0	0	0
Bulleidia.sp..zg.1006	0	0	133	0	0	0	0	0
Turicibacter.sp..H121	0	0	217	0	0	0	0	665
Turicibacter.sanguinis	0	0	141	0	0	0	0	0
Anaerococcus.mediterraneensis	0	0	306	0	0	0	0	0
Murdochiella.vaginalis	0	0	485	0	263	0	0	0
Finegoldia.magna	0	0	275	0	0	0	0	0
Tissierella.sp..JN.28	0	0	153	0	0	0	0	0
Gudongella.oleilytica	0	0	145	0	0	0	0	0
Schnuerera.ultunensis	0	0	130	0	0	0	0	0
Keratinibaculum.paraultunense	0	0	150	0	0	0	0	0
Ezakiella.coagulans	0	0	782	0	0	0	0	0
endosymbiont..TC1..of.Trimyema.compressum	0	0	124	0	0	0	0	0
Synechococcus.sp..PCC.7003	0	0	395	0	196	0	0	0
Synechococcus.sp..ROS8604	0	0	375	127	175	0	0	0
Synechococcus.sp..RS9907	0	0	787	359	392	0	0	0
Synechococcus.sp..WH.8020	0	0	282	0	122	0	0	0
Synechococcus.sp..TAK9802	0	0	715	0	362	0	0	0
Synechococcus.sp..RS9902	0	0	629	0	275	0	0	0
Synechococcus.sp..PROS.9.1	0	0	266	0	0	0	0	0
Synechococcus.sp..PCC.7502	0	0	194	0	0	0	0	0
Synechococcus.sp..M16.1	0	0	636	0	353	0	0	0
Synechococcus.sp..CC9311	0	0	209	0	0	0	0	0
Synechococcus.sp..SYN20	0	0	317	0	0	0	0	0
Synechococcus.sp..MVIR.18.1	0	0	340	0	0	0	0	0
Synechococcus.sp..A18.25c	0	0	717	0	0	0	0	0
Dactylococcopsis.salina	0	0	387	0	157	0	0	0
Acaryochloris.sp...Moss.Beach.	0	0	357	0	0	0	0	0
Synechocystis.sp..PCC.6714	0	0	717	0	0	0	0	0
Nostoc.sp...Lobaria.pulmonaria..5183..cyanobiont.	0	0	432	137	166	0	0	0
Nostoc.sp..PCC.7524	0	0	385	0	186	0	0	0
Nostoc.sp...Peltigera.membranacea.cyanobiont..N6	0	0	367	0	197	162	0	0
Nostoc.sp..C057	0	0	651	0	321	0	0	0
Nostoc.sp..PCC.7107	0	0	319	0	0	308	0	0
Nostoc.sp..TCL240.02	0	0	298	0	0	0	0	0
Nostoc.sp..NIES.2111	0	0	465	0	0	0	0	0
Anabaena.sp..90	0	0	1179	0	0	0	0	0
Trichormus.azollae	0	0	277	0	122	0	0	0
Richelia.sinica	0	0	217	0	0	0	0	0
Calothrix.sp..PCC.6303	0	0	331	0	145	0	0	0
Dolichospermum.compactum	0	0	507	0	451	0	0	0
Dolichospermum.sp..UHCC.0315A	0	0	906	0	0	0	0	0
Dolichospermum.flos.aquae	0	0	929	0	0	0	0	0
Anabaenopsis.circularis	0	0	363	0	207	443	0	0
Anabaenopsis.elenkinii	0	0	163	0	0	0	0	0
Tolypothrix.tenuis	0	0	447	0	253	0	0	198
Rivularia.sp..PCC.7116	0	0	333	0	157	0	0	0
Leptolyngbya.sp..PCC.7376	0	0	317	0	148	0	0	0
Thermosynechococcus.sp..NK55a	0	0	442	214	319	0	0	0
Thermosynechococcus.sp..TA.1	0	0	334	0	0	0	0	0
Thermosynechococcus.sp..CL.1	0	0	279	0	0	0	0	0
Planktothrix.rubescens	0	0	282	0	0	0	0	0
Euhalothece.natronophila	0	0	137	0	0	0	0	0
Gloeothece.citriformis	0	0	330	0	122	0	0	0
Gloeothece.verrucosa	0	0	285	0	132	0	0	0
Crocosphaera.subtropica	0	0	293	0	154	0	0	0
Microcystis.sp..MC19	0	0	229	0	0	0	0	0
Geminocystis.sp..NIES.3709	0	0	156	0	0	0	0	0
Geminocystis.sp..NIES.3708	0	0	140	0	0	0	0	0
Chondrocystis.sp..NIES.4102	0	0	334	0	154	0	0	0
Cyanobacterium.aponinum	0	0	441	0	155	0	0	0
Chroococcidiopsis.sp..CCNUC1	0	0	658	0	0	0	0	0
Chroococcidiopsis.thermalis	0	0	754	0	456	0	0	0
Stanieria.sp..NIES.3757	0	0	202	0	0	0	0	0
Stanieria.cyanosphaera	0	0	152	0	0	0	0	0
Alteracholeplasma.palmae	0	0	265	0	0	0	0	0
Tardiphaga.sp..vice304	0	0	3224	0	0	0	0	0
Tardiphaga.sp..vice352	0	0	3044	0	0	0	0	0
Rhizobium.sp..CCGE531	0	0	7536	0	4283	0	0	0
Rhizobium.sp..N324	0	0	4387	3302	2817	0	0	0
Rhizobium.sp..T136	0	0	3890	0	3345	0	0	0
Rhizobium.sp..B21.90	0	0	3699	0	0	0	0	0
Rhizobium.favelukesii	0	0	3243	0	0	0	0	0
Candidatus.Hodgkinia.cicadicola	0	0	123	0	0	0	0	0
Brucella.sp..09RB8910	0	0	474	0	0	0	0	0
Brucella.sp..10RB9215	0	0	448	837	638	0	0	0
Brucella.sp..6810	0	0	542	0	917	0	0	0
Brucella.sp..2280	0	0	471	0	0	0	0	0
Brucella.sp..BO3	0	0	373	0	0	0	0	0
Brucella.sp..09RB8471	0	0	386	0	0	0	0	0
Brucella.sp..BO2	0	0	395	0	0	0	0	0
Brucella.melitensis	0	0	8395	0	0	0	0	0
Brucella.inopinata	0	0	278	0	0	0	0	0
Bartonella.sp..HY038	0	0	339	0	0	0	0	0
Bartonella.australis	0	0	220	0	0	0	0	0
Sphingobium.sp..LF.16	0	0	2958	0	0	0	0	0
Komagataeibacter.rhaeticus	0	0	2084	0	0	0	0	0
Acetobacter.orientalis	0	0	329	0	146	0	0	135
Acetobacter.oryzoeni	0	0	306	0	0	0	0	0
Parasaccharibacter.sp..TMW.2.1888	0	0	884	0	0	0	0	0
Swingsia.samuiensis	0	0	143	0	0	0	0	0
Entomobacter.blattae	0	0	229	0	131	0	0	0
Sulfitobacter.sp..B30.2	0	0	753	366	396	0	0	0
Roseivivax.sp..THAF197b	0	0	2711	0	2674	0	0	0
Roseivivax.sp..THAF40	0	0	3039	0	0	0	0	0
Wolbachia.endosymbiont.of.Folsomia.candida	0	0	457	0	0	0	0	0
Anaplasma.ovis	0	0	373	0	0	0	0	0
Anaplasma.platys	0	0	137	0	0	0	0	0
Ehrlichia.ruminantium	0	0	176	0	0	0	0	0
Rickettsia.tillamookensis	0	0	534	0	251	0	0	0
Orientia.tsutsugamushi	0	0	122	0	0	0	0	0
Candidatus.Phycorickettsia.trachydisci	0	0	134	0	125	0	0	0
Candidatus.Midichloria.mitochondrii	0	0	109	0	0	0	0	0
Rickettsiales.endosymbiont.of.Stachyamoeba.lipophora	0	0	111	0	0	0	0	0
endosymbiont.of.Acanthamoeba.sp..UWC8	0	0	107	0	0	0	0	0
Candidatus.Hydrogenosomobacter.endosymbioticus	0	0	108	0	0	0	0	0
Candidatus.Paracaedibacter.acanthamoebae	0	0	260	0	124	0	0	112
Candidatus.Nucleicultrix.amoebiphila	0	0	234	0	0	0	0	0
Candidatus.Fonsibacter.ubiquis	0	0	160	0	0	0	0	0
Burkholderia.sp..MS389	0	0	1659	669	668	0	0	0
Burkholderia.sp..KJ006	0	0	1256	0	0	0	0	0
Ralstonia.pseudosolanacearum	0	0	3082	0	0	0	0	0
Polynucleobacter.sp..MWH.UH24A	0	0	225	0	342	0	0	0
Polynucleobacter.sp..MWH.P3.07.1	0	0	193	0	0	0	0	0
Polynucleobacter.sp..MWH.Aus1W21	0	0	216	0	0	0	0	0
Polynucleobacter.sp..MWH.CaK5	0	0	158	0	0	0	0	0
Polynucleobacter.sp..LimPoW16	0	0	152	0	0	0	0	0
Polynucleobacter.sp..MWH.Svant.W18	0	0	183	0	0	0	0	0
Polynucleobacter.sp..MWH.UH25E	0	0	185	0	0	0	0	0
Polynucleobacter.sp..MWH.Braz.FAM2G	0	0	146	0	0	0	0	0
Polynucleobacter.sp..VK25	0	0	176	0	0	0	0	0
Polynucleobacter.sp..es.MAR.2	0	0	163	0	0	0	0	0
Polynucleobacter.sp..AP.Nino.20.G2	0	0	159	0	0	0	0	0
Polynucleobacter.sp..MWH.UH21B	0	0	162	0	0	0	0	0
Polynucleobacter.sp..JS.JIR.II.b4	0	0	244	0	0	0	0	0
Polynucleobacter.sp..MG.6.Vaara.E2	0	0	145	0	0	0	0	0
Polynucleobacter.sp..MWH.UH35A	0	0	138	0	0	0	0	0
Polynucleobacter.sp..AP.Ainpum.60.G11	0	0	149	0	0	0	0	0
Polynucleobacter.sp..AP.Titi.500A.B4	0	0	144	0	0	0	0	0
Polynucleobacter.sp..JS.JIR.II.50	0	0	207	0	0	0	0	0
Polynucleobacter.sp..Adler.ghost	0	0	197	0	0	0	0	0
Polynucleobacter.sp..TSB.Sco08W16	0	0	124	0	0	0	0	0
Polynucleobacter.acidiphobus	0	0	268	0	126	0	0	0
Polynucleobacter.paneuropaeus	0	0	246	0	0	0	0	0
Polynucleobacter.duraquae	0	0	184	0	0	0	0	0
Polynucleobacter.wuianus	0	0	137	0	0	0	0	0
Mycoavidus.sp..B2.EB	0	0	313	0	0	0	0	0
Candidatus.Vallotia.cooleyia	0	0	210	0	0	0	0	0
Candidatus.Vallotia.sp...ex.Adelges.kitamiensis.	0	0	188	0	0	0	0	0
Candidatus.Vallotia.tarda	0	0	130	0	0	0	0	0
Candidatus.Vallotia.lariciata	0	0	133	0	0	0	0	0
Variovorax.sp..PMC12	0	0	9934	0	0	0	0	0
Achromobacter.ruhlandii	0	0	6303	0	0	0	0	0
Alcaligenes.sp..DN25	0	0	500	0	0	0	0	0
Oligella.urethralis	0	0	251	0	0	0	0	0
Oligella.ureolytica	0	0	262	0	0	0	0	0
Paenalcaligenes.hominis	0	0	257	0	0	0	0	106
Candidatus.Ichthyocystis.hellenicum	0	0	129	0	0	0	0	0
Nitrosomonas.stercoris	0	0	388	0	153	0	0	0
Candidatus.Methylopumilus.universalis	0	0	223	0	0	0	0	0
Candidatus.Methylopumilus.turicensis	0	0	162	0	0	0	0	0
Candidatus.Methylopumilus.planktonicus	0	0	165	0	0	0	0	0
Methylotenera.versatilis	0	0	189	0	0	0	0	0
Neisseria.sp..Dent.CA1.247	0	0	348	151	153	0	0	0
Neisseria.animaloris	0	0	373	134	170	0	0	0
Neisseria.canis	0	0	368	129	122	127	0	0
Neisseria.brasiliensis	0	0	534	0	226	0	0	213
Neisseria.weixii	0	0	281	119	0	0	0	0
Neisseria.wadsworthii	0	0	298	0	140	0	0	0
Neisseria.mucosa	0	0	708	0	0	0	0	0
Neisseria.zalophi	0	0	222	0	128	0	0	0
Neisseria.arctica	0	0	214	0	0	0	0	0
Neisseria.zoodegmatis	0	0	263	0	0	0	0	0
Neisseria.cinerea	0	0	200	0	0	0	0	0
Neisseria.macacae	0	0	340	0	0	0	0	0
Neisseria.flavescens	0	0	170	0	0	0	0	0
Kingella.kingae	0	0	280	0	0	0	0	0
Alysiella.crassa	0	0	237	0	0	0	0	0
Alysiella.filiformis	0	0	234	0	0	0	0	0
Neisseriaceae.bacterium.CCUG.44465	0	0	280	0	117	0	0	0
Snodgrassella.alvi	0	0	182	0	0	0	0	0
Aquella.oligotrophica	0	0	127	0	0	0	0	0
Morococcus.cerebrosus	0	0	639	0	0	0	0	0
Simonsiella.muelleri	0	0	115	0	0	0	0	0
Pseudoxanthomonas.sp..F37	0	0	179932	0	15322	0	0	0
Stenotrophomonas.sp..SXG.1	0	0	1467	0	0	0	0	0
Xanthomonas.perforans	0	0	1609	0	0	0	0	0
Pseudomonas.sp..RU47	0	0	1104	0	726	0	0	675
Pseudomonas.sp..J380	0	0	690	0	425	298	0	0
Pseudomonas.sp..S49	0	0	1069	575	557	567	0	0
Pseudomonas.sp..A2	0	0	1543	613	822	0	0	772
Pseudomonas.sp..R3.18.08	0	0	992	629	0	0	0	0
Pseudomonas.sp..SWI44	0	0	2091	0	1383	0	0	0
Pseudomonas.sp..7.41	0	0	1250	0	621	0	0	0
Pseudomonas.sp..R32	0	0	806	0	0	0	0	0
Pseudomonas.sp..Y39.6	0	0	936	0	0	0	0	0
Pseudomonas.sp..SXM.1	0	0	852	0	0	0	0	0
Pseudomonas.sp..LG1D9	0	0	920	0	0	0	0	0
Pseudomonas.sp..DR208	0	0	681	0	0	0	0	0
Pseudomonas.sp..SWI36	0	0	715	0	0	0	0	0
Pseudomonas.sp..R2.37.08W	0	0	1040	0	0	0	0	0
Pseudomonas.sp..IAC.BECa141	0	0	578	0	348	0	0	0
Pseudomonas.sp..Colony2	0	0	955	0	0	0	0	0
Pseudomonas.sp..CFSAN084952	0	0	747	0	0	0	0	0
Pseudomonas.sp..CFA	0	0	1052	0	0	0	0	0
Pseudomonas.sp..NC02	0	0	750	0	0	0	0	0
Pseudomonas.sp..MPDS	0	0	862	0	0	0	0	0
Pseudomonas.sp..R1.43.08	0	0	1186	0	0	0	0	0
Pseudomonas.sp..HN8.3	0	0	521	0	0	0	0	0
Pseudomonas.sp..B14.6	0	0	633	0	0	0	0	0
Pseudomonas.sp..DTU12.1	0	0	770	0	0	0	0	0
Pseudomonas.sp..A214	0	0	624	0	0	0	0	0
Pseudomonas.sp..TKP	0	0	708	0	0	0	0	0
Pseudomonas.sp..XWY.1	0	0	1024	0	0	0	0	0
Pseudomonas.sp..BJP69	0	0	1002	0	0	0	0	0
Pseudomonas.sp..TMW.2.1634	0	0	550	0	0	0	0	0
Pseudomonas.sp..R4.34.07	0	0	956	0	0	0	0	0
Pseudomonas.sp..R3.52.08	0	0	940	0	0	0	0	0
Pseudomonas.sp..PS1.2021.	0	0	3479	0	0	0	0	0
Pseudomonas.sp..St290	0	0	639	0	0	0	0	0
Pseudomonas.sp..So3.2b	0	0	541	0	0	0	0	0
Pseudomonas.sp..R4.39.08	0	0	830	0	0	0	0	0
Pseudomonas.sp..R4.35.07	0	0	919	0	0	0	0	0
Pseudomonas.sp..IB20	0	0	809	0	0	0	0	0
Pseudomonas.sp..BYT.1	0	0	1072	0	0	0	0	0
Pseudomonas.sp..R2.60.08W	0	0	888	0	0	0	0	0
Pseudomonas.sp..LH1G9	0	0	515	0	0	0	0	0
Pseudomonas.sp..Eqa60	0	0	774	0	0	0	0	0
Pseudomonas.sp..R11.23.07	0	0	1077	0	0	0	0	0
Pseudomonas.sp..SW.3	0	0	536	0	0	0	0	0
Pseudomonas.sp..CIP.10	0	0	1036	0	0	0	0	0
Pseudomonas.extremorientalis	0	0	658	0	0	0	0	0
Pseudomonas.sp..Lz4W	0	0	347	0	0	0	0	0
Pseudomonas.tremae	0	0	309	0	0	0	0	0
Pseudomonas.bijieensis	0	0	989	0	567	0	0	0
Pseudomonas.glycinae	0	0	557	0	287	0	0	0
Pseudomonas.asiatica	0	0	1229	0	0	0	0	0
